Donation Id,Donor ID,Received Date,Created At,Amount,Deductible Amount,Total Donation Amount,Splits,Fund,Donation Type,Check Number,Check Date,Check Memo,Memo,Source,Transaction ID,Transaction Net,Letter Sent,Email Sent,Is Company?
9091481,505797,25-Sep-19,"Wednesday, October 02, 2019 at 07:09 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Thursday, October 03, 2019 at 07:08 PM",,FALSE
9091483,6765976,25-Sep-19,"Wednesday, October 02, 2019 at 07:10 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Thursday, October 03, 2019 at 06:18 PM",,FALSE
9091486,491205,25-Sep-19,"Wednesday, October 02, 2019 at 07:11 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Thursday, October 03, 2019 at 06:19 PM",,FALSE
9091488,6569173,25-Sep-19,"Wednesday, October 02, 2019 at 07:12 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Thursday, October 03, 2019 at 03:48 PM",,FALSE
9091491,8304934,25-Sep-19,"Wednesday, October 02, 2019 at 07:14 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Thursday, October 03, 2019 at 06:57 PM",,FALSE
9091492,8502288,25-Sep-19,"Wednesday, October 02, 2019 at 07:15 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Friday, October 11, 2019 at 09:08 PM",,FALSE
9091493,8502285,25-Sep-19,"Wednesday, October 02, 2019 at 07:16 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Wednesday, October 02, 2019 at 10:39 PM",,FALSE
9091495,8502291,25-Sep-19,"Wednesday, October 02, 2019 at 07:17 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Tuesday, October 08, 2019 at 09:12 PM",,FALSE
9091498,8502286,25-Sep-19,"Wednesday, October 02, 2019 at 07:19 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Friday, October 11, 2019 at 09:06 PM",,FALSE
9091502,7416034,25-Sep-19,"Wednesday, October 02, 2019 at 07:21 PM",550,550,550,$550.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,550,"Monday, October 07, 2019 at 07:14 PM",,FALSE
9091506,731357,25-Sep-19,"Wednesday, October 02, 2019 at 07:23 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2019)",General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,1000,"Friday, October 04, 2019 at 10:45 PM",,FALSE
9091509,848500,25-Sep-19,"Wednesday, October 02, 2019 at 07:25 PM",500,500,500,$500.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,500,"Monday, October 07, 2019 at 11:22 PM",,FALSE
9091512,491151,25-Sep-19,"Wednesday, October 02, 2019 at 07:26 PM",2000,2000,2000,"$2,000.00 for General Support (HH PR 2019)",General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,2000,"Thursday, October 03, 2019 at 03:31 PM",,FALSE
9091515,8306221,25-Sep-19,"Wednesday, October 02, 2019 at 07:28 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Tuesday, October 08, 2019 at 09:55 PM",,FALSE
9091519,6759716,25-Sep-19,"Wednesday, October 02, 2019 at 07:29 PM",150,150,150,$150.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,150,,,FALSE
9091521,6483924,25-Sep-19,"Wednesday, October 02, 2019 at 07:31 PM",500,500,500,$500.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,500,"Monday, October 07, 2019 at 11:21 PM",,FALSE
9091539,7683334,25-Sep-19,"Wednesday, October 02, 2019 at 07:39 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Thursday, October 03, 2019 at 06:22 PM",,FALSE
9091541,7699887,25-Sep-19,"Wednesday, October 02, 2019 at 07:40 PM",150,150,150,$150.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,150,,,FALSE
9091542,3488105,25-Sep-19,"Wednesday, October 02, 2019 at 07:41 PM",550,550,550,$550.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,550,"Monday, October 07, 2019 at 07:13 PM",,FALSE
9091545,8503838,25-Sep-19,"Wednesday, October 02, 2019 at 07:43 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Monday, October 07, 2019 at 07:15 PM",,FALSE
9091548,8503826,25-Sep-19,"Wednesday, October 02, 2019 at 07:45 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Monday, October 07, 2019 at 07:39 PM",,FALSE
9091550,8303329,25-Sep-19,"Wednesday, October 02, 2019 at 07:47 PM",500,500,500,$500.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,500,"Monday, October 07, 2019 at 11:23 PM",,FALSE
9091552,8498832,25-Sep-19,"Wednesday, October 02, 2019 at 07:49 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Tuesday, October 08, 2019 at 07:15 PM",,FALSE
9091555,6737424,25-Sep-19,"Wednesday, October 02, 2019 at 07:50 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Tuesday, October 08, 2019 at 10:19 PM",,FALSE
9091557,6335895,25-Sep-19,"Wednesday, October 02, 2019 at 07:51 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Wednesday, October 09, 2019 at 06:19 PM",,FALSE
9091561,8498830,25-Sep-19,"Wednesday, October 02, 2019 at 07:52 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Tuesday, October 08, 2019 at 07:16 PM",,FALSE
9091564,8304957,25-Sep-19,"Wednesday, October 02, 2019 at 07:53 PM",150,150,150,$150.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,150,"Monday, October 07, 2019 at 08:22 PM",,FALSE
9091574,6759774,25-Sep-19,"Wednesday, October 02, 2019 at 08:00 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Wednesday, October 09, 2019 at 06:16 PM",,FALSE
9091575,8304955,25-Sep-19,"Wednesday, October 02, 2019 at 08:01 PM",500,500,500,$500.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,500,"Tuesday, October 08, 2019 at 08:26 PM",,FALSE
9091577,8304953,25-Sep-19,"Wednesday, October 02, 2019 at 08:02 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Monday, October 21, 2019 at 07:47 PM",,FALSE
9091579,6676248,25-Sep-19,"Wednesday, October 02, 2019 at 08:03 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Tuesday, October 08, 2019 at 09:11 PM",,FALSE
9091580,8304988,25-Sep-19,"Wednesday, October 02, 2019 at 08:05 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Monday, October 21, 2019 at 07:45 PM",,FALSE
9091582,8503892,25-Sep-19,"Wednesday, October 02, 2019 at 08:06 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Monday, October 07, 2019 at 06:41 PM",,FALSE
9091584,8304956,25-Sep-19,"Wednesday, October 02, 2019 at 08:07 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Tuesday, October 08, 2019 at 10:33 PM",,FALSE
9091585,8504131,25-Sep-19,"Wednesday, October 02, 2019 at 08:08 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,,,FALSE
9091586,8504127,25-Sep-19,"Wednesday, October 02, 2019 at 08:09 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Wednesday, October 09, 2019 at 06:32 PM",,FALSE
9091588,8504132,25-Sep-19,"Wednesday, October 02, 2019 at 08:10 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,,,FALSE
9091589,8504130,25-Sep-19,"Wednesday, October 02, 2019 at 08:11 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Thursday, October 10, 2019 at 07:26 PM",,FALSE
9091591,6173346,25-Sep-19,"Wednesday, October 02, 2019 at 08:13 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Tuesday, October 08, 2019 at 04:05 PM",,FALSE
9091593,6543820,25-Sep-19,"Wednesday, October 02, 2019 at 08:14 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Friday, October 11, 2019 at 09:09 PM",,FALSE
9091595,6758546,25-Sep-19,"Wednesday, October 02, 2019 at 08:17 PM",250,250,250,$250.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,250,"Friday, October 11, 2019 at 09:10 PM",,FALSE
9091596,6785458,25-Sep-19,"Wednesday, October 02, 2019 at 08:17 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Wednesday, October 02, 2019 at 10:05 PM",,FALSE
9091597,8503982,25-Sep-19,"Wednesday, October 02, 2019 at 08:19 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,100,"Tuesday, October 08, 2019 at 09:41 PM",,FALSE
9091598,7459784,25-Sep-19,"Wednesday, October 02, 2019 at 08:19 PM",1,1,1,$1.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,1,,,FALSE
9091600,6757295,25-Sep-19,"Wednesday, October 02, 2019 at 08:21 PM",2500,2500,2500,"$2,500.00 for General Support (HH PR 2019)",General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,2500,"Thursday, October 03, 2019 at 03:23 PM",,FALSE
9091764,2378402,25-Sep-19,"Wednesday, October 02, 2019 at 09:03 PM",70,70,70,$70.00 for General Support (HH PR 2019),General Support,Check,6493,1-Sep-19,,HH PR 2019,Individual Contributions,,70,"Tuesday, October 08, 2019 at 10:06 PM",,FALSE
9091862,8491449,25-Sep-19,"Wednesday, October 02, 2019 at 09:48 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Greater Giving,,,,HH PR 2019,Individual Contributions,,50,"Friday, October 04, 2019 at 02:19 AM",,FALSE
9092891,7369459,3-Oct-19,"Thursday, October 03, 2019 at 03:38 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,100,,,FALSE
9097109,6928123,6-Oct-19,"Tuesday, October 08, 2019 at 12:05 AM",200,200,200,$200.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Corporate,,200,,,TRUE
9098182,7101148,4-Oct-19,"Tuesday, October 08, 2019 at 04:47 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,"Monday, October 21, 2019 at 07:33 PM",,FALSE
9098226,1098438,8-Oct-19,"Tuesday, October 08, 2019 at 05:05 PM",104.16,104.16,104.16,$104.16 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,104.16,,,FALSE
9098511,8503280,8-Oct-19,"Tuesday, October 08, 2019 at 07:58 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Check,306,5-Oct-19,,HH PR 2019,Individual Contributions,,50,"Tuesday, October 08, 2019 at 08:13 PM",,FALSE
9098646,6237555,8-Oct-19,"Tuesday, October 08, 2019 at 11:07 PM",1250,1250,1250,"$1,250.00 for General Support (HH PR 2019)",General Support,Check,8811949,30-Sep-19,No receipt needed - from Fidelity DAF,HH PR 2019,Individual Contributions,,1250,,,FALSE
9100763,7688126,9-Oct-19,"Thursday, October 10, 2019 at 08:35 PM",200,200,200,$200.00 for General Support (HH PR 2019),General Support,Online Donation,,,,HH PR 2019,Individual Contributions,,200,"Monday, October 21, 2019 at 07:09 PM",,FALSE
9101883,6282876,11-Sep-19,"Friday, October 11, 2019 at 08:13 PM",40,40,40,$40.00 for Targeted Donations (Food Market funds),Targeted Donations,Cash,,,,Food Market funds,Individual Contributions,,40,,,FALSE
9101886,8299426,3-Oct-19,"Friday, October 11, 2019 at 08:17 PM",200,200,200,$200.00 for General Support (HH 2019 - donation in lieu of attendance),General Support,Check,370140868,24-Sep-19,,HH 2019 - donation in lieu of attendance,Individual Contributions,,200,"Thursday, October 17, 2019 at 11:22 PM",,FALSE
9101894,5780124,3-Oct-19,"Friday, October 11, 2019 at 08:24 PM",55,55,55,$55.00 for General Support (Employee contributions),General Support,Check,573921,23-Sep-19,,Employee contributions,Individual Contributions,,55,,,TRUE
9101899,4558356,11-Oct-19,"Friday, October 11, 2019 at 08:25 PM",25,25,25,$25.00 for General Support (Monthly),General Support,Check,164924158,7-Oct-19,,Monthly,Individual Contributions,,25,,,FALSE
9101906,6986648,11-Oct-19,"Friday, October 11, 2019 at 08:29 PM",10000,10000,10000,"$10,000.00 for General Support (HH PR 2019 & Laundry room reno)",General Support,Check,10113,7-Oct-19,,HH PR 2019 & Laundry room reno,Corporate,,10000,,,TRUE
9101917,6154796,4-Oct-19,"Friday, October 11, 2019 at 08:35 PM",100,100,100,$100.00 for General Support (Rent October),General Support,Check,1430,28-Sep-19,,Rent October,Churches & Clubs,,100,,,TRUE
9101938,8508718,4-Oct-19,"Friday, October 11, 2019 at 08:50 PM",400,400,400,$400.00 for General Support,General Support,Check,2721,1-Oct-19,"Brett Sherman had volunteered as webmaster for NCVBC, they wanted to buy domain from him but instead he asked them to donate to us.",,Churches & Clubs,,400,"Monday, October 21, 2019 at 07:11 PM",,TRUE
9101989,8197929,9-Oct-19,"Friday, October 11, 2019 at 10:42 PM",250,250,250,$250.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,250,,,FALSE
9101990,6370302,9-Oct-19,"Friday, October 11, 2019 at 10:43 PM",25,25,25,$25.00 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,25,,,FALSE
9101991,7716745,9-Oct-19,"Friday, October 11, 2019 at 10:44 PM",104.16,104.16,104.16,$104.16 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,104.16,,,FALSE
9104878,8316663,12-Oct-19,"Monday, October 14, 2019 at 05:50 PM",100,100,100,$100.00 for General Support (Annual donation),General Support,Online Donation,,,,Annual donation,Individual Contributions,,100,,,FALSE
9105224,8503852,14-Oct-19,"Monday, October 14, 2019 at 08:44 PM",100,100,100,$100.00 for General Support (HH PR 2019),General Support,Online Donation,,,,HH PR 2019,Individual Contributions,,100,"Monday, October 21, 2019 at 07:07 PM",,FALSE
9108872,6590912,17-Oct-19,"Thursday, October 17, 2019 at 05:07 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
9109425,491162,30-Sep-19,"Thursday, October 17, 2019 at 11:20 PM",100,100,100,$100.00 for General Support,General Support,Check,1137,30-Sep-19,,,Churches & Clubs,,100,"Monday, October 21, 2019 at 07:42 PM",,TRUE
9109429,616582,10-Oct-19,"Thursday, October 17, 2019 at 11:26 PM",50,50,50,$50.00 for General Support,General Support,Check,10635,3-Oct-19,,,Churches & Clubs,,50,,,TRUE
9109430,6173289,17-Oct-19,"Thursday, October 17, 2019 at 11:29 PM",500,500,500,$500.00 for General Support,General Support,Check,556534,10-Oct-19,,,Individual Contributions,,500,"Monday, October 21, 2019 at 07:05 PM",,FALSE
9109432,6154754,17-Oct-19,"Thursday, October 17, 2019 at 11:31 PM",30,30,30,$30.00 for General Support,General Support,Check,2414,15-Oct-19,,,Individual Contributions,,30,"Monday, October 21, 2019 at 06:55 PM",,FALSE
9112360,6607051,16-Oct-19,"Monday, October 21, 2019 at 06:07 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2019)",General Support,Check,3456,16-Oct-19,,HH PR 2019,Individual Contributions,,1000,"Monday, October 21, 2019 at 06:07 PM",,FALSE
9115207,6759108,23-Oct-19,"Wednesday, October 23, 2019 at 05:43 PM",83.33,83.33,83.33,$83.33 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,83.33,,,FALSE
9119008,6963765,25-Oct-19,"Friday, October 25, 2019 at 07:39 PM",250,250,250,$250.00 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,250,,,FALSE
9119069,6856809,25-Oct-19,"Friday, October 25, 2019 at 08:23 PM",4224.17,4224.17,4224.17,"$4,224.17 for General Support (Tiffany's paycheck)",General Support,Check,73789,31-Aug-19,,Tiffany's paycheck,Foundations/Grants/Government,,4224.17,,,TRUE
9119073,5780124,25-Oct-19,"Friday, October 25, 2019 at 08:33 PM",55,55,55,$55.00 for General Support (Employee contributions),General Support,Check,575167,21-Oct-19,,Employee contributions,Individual Contributions,,55,,,TRUE
9119085,5780124,25-Oct-19,"Friday, October 25, 2019 at 08:46 PM",58750,58750,58750,"$13,500.00 for General Support (Admin), $9,000.00 for Targeted Donations (Showers), and $36,250.00 for Targeted Donations (Rapid Rehousing)","General Support, Targeted Donations, and Targeted Donations",Check,575167,21-Oct-19,,Admin; Showers; Rapid Rehousing,Foundations/Grants/Government,,58750,,,TRUE
9119141,8515063,25-Oct-19,"Friday, October 25, 2019 at 09:56 PM",38.91,38.91,38.91,$38.91 for General Support (March-August 2019 employee contributions through Benevity),General Support,Check,317297,25-Sep-19,,March-August 2019 employee contributions through Benevity,Individual Contributions,,38.91,,,FALSE
9119145,7864038,25-Oct-19,"Friday, October 25, 2019 at 10:00 PM",62.53,62.53,62.53,$62.53 for General Support (March-August 2019 employee contributions through Benevity),General Support,Check,317297,25-Sep-19,,March-August 2019 employee contributions through Benevity,Individual Contributions,,62.53,,,FALSE
9119147,8448786,25-Oct-19,"Friday, October 25, 2019 at 10:03 PM",10,10,10,$10.00 for General Support (August 2019 employee contribution through Benevity),General Support,Check,317297,25-Sep-19,,August 2019 employee contribution through Benevity,Individual Contributions,,10,,,FALSE
9119152,8515063,30-Jun-19,"Friday, October 25, 2019 at 10:11 PM",5.7,5.7,5.7,$5.70 for General Support (Employee contibutions through Benevity),General Support,ACH,,,,Employee contibutions through Benevity,Individual Contributions,,5.7,,,FALSE
9119153,7864038,30-Jun-19,"Friday, October 25, 2019 at 10:12 PM",9.16,9.16,9.16,$9.16 for General Support (Employee contributions through Benevity),General Support,ACH,,,,Employee contributions through Benevity,Individual Contributions,,9.16,,,FALSE
9119155,7864038,30-May-19,"Friday, October 25, 2019 at 10:13 PM",9.16,9.16,9.16,$9.16 for General Support (Employee contributions through Benevity),General Support,ACH,,,,Employee contributions through Benevity,Individual Contributions,,9.16,,,FALSE
9119156,8515063,30-May-19,"Friday, October 25, 2019 at 10:14 PM",5.7,5.7,5.7,$5.70 for General Support (Employee contributions through Benevity),General Support,ACH,,,,Employee contributions through Benevity,Individual Contributions,,5.7,,,FALSE
9119159,8515071,4-Dec-18,"Friday, October 25, 2019 at 10:21 PM",7.5,7.5,7.5,$7.50 for General Support (Employee contributions through Benevity),General Support,ACH,,,,Employee contributions through Benevity,Individual Contributions,,7.5,,,FALSE
9120738,8301586,26-Oct-19,"Monday, October 28, 2019 at 04:42 PM",50,50,50,$50.00 for General Support (HH 2019 - donation in lieu of attendance),General Support,Online Donation,,,,HH 2019 - donation in lieu of attendance,Individual Contributions,,50,,,FALSE
9120739,8503277,26-Oct-19,"Monday, October 28, 2019 at 04:43 PM",20.85,20.85,20.85,$20.85 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,20.85,,,FALSE
9121941,8304975,29-Oct-19,"Tuesday, October 29, 2019 at 04:37 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Check,1093,22-Oct-19,,HH PR 2019,Individual Contributions,,50,"Monday, November 25, 2019 at 06:01 PM",,FALSE
9122523,5789399,29-Oct-19,"Tuesday, October 29, 2019 at 08:40 PM",10000,10000,10000,"$10,000.00 for General Support (HH PR 2019)",General Support,Check,345791,24-Oct-19,,HH PR 2019,Corporate,,10000,,,TRUE
9126483,635138,1-Nov-19,"Friday, November 01, 2019 at 07:21 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
9126495,3941259,1-Nov-19,"Friday, November 01, 2019 at 07:27 PM",50,50,50,$50.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,50,,,FALSE
9126501,6279279,1-Nov-19,"Friday, November 01, 2019 at 07:29 PM",25,25,25,$25.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,25,,,FALSE
9128731,7369459,3-Nov-19,"Monday, November 04, 2019 at 08:08 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,100,,,FALSE
9131727,6928123,6-Nov-19,"Wednesday, November 06, 2019 at 06:56 PM",200,200,200,$200.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Corporate,,200,,,TRUE
9134626,8495135,8-Nov-19,"Friday, November 08, 2019 at 10:49 PM",50,50,50,$50.00 for General Support (HH PR 2019),General Support,Check,1111,28-Oct-19,,HH PR 2019,Individual Contributions,,50,"Friday, November 08, 2019 at 10:52 PM",,FALSE
9136176,1098438,8-Nov-19,"Monday, November 11, 2019 at 06:33 PM",104.16,104.16,104.16,$104.16 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,104.16,,,FALSE
9136180,7716745,9-Nov-19,"Monday, November 11, 2019 at 06:35 PM",104.16,104.16,104.16,$104.16 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,104.16,,,FALSE
9136181,6370302,9-Nov-19,"Monday, November 11, 2019 at 06:37 PM",25,25,25,$25.00 for General Support (HH PR 2019 - Monthly),General Support,Online Donation,,,,HH PR 2019 - Monthly,Individual Contributions,,25,,,FALSE
9136183,8197929,9-Nov-19,"Monday, November 11, 2019 at 06:39 PM",250,250,250,$250.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,250,,,FALSE
9136275,8522152,9-Nov-19,"Monday, November 11, 2019 at 07:16 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,"Monday, November 25, 2019 at 06:02 PM",,FALSE
9136437,6173346,9-Nov-19,"Monday, November 11, 2019 at 10:14 PM",600,600,600,$600.00 for General Support (Semi Annual Donation),General Support,Check,8518,28-Oct-19,,Semi Annual Donation,Individual Contributions,,600,"Monday, November 25, 2019 at 06:04 PM",,FALSE
9136438,6154796,11-Nov-19,"Monday, November 11, 2019 at 10:15 PM",100,100,100,$100.00 for General Support (Rent November),General Support,Check,1435,1-Nov-19,,Rent November,Churches & Clubs,,100,,,TRUE
9136439,6626732,11-Nov-19,"Monday, November 11, 2019 at 10:18 PM",20000,20000,20000,"$20,000.00 for General Support",General Support,Check,1350,29-Oct-19,,,Foundations/Grants/Government,,20000,,,TRUE
9136443,8522211,11-Nov-19,"Monday, November 11, 2019 at 10:23 PM",5000,5000,5000,"$5,000.00 for General Support",General Support,Check,71179,30-Oct-19,,,Foundations/Grants/Government,,5000,,,TRUE
9136452,6856809,11-Nov-19,"Monday, November 11, 2019 at 10:33 PM",4239.01,4239.01,4239.01,"$4,239.01 for General Support (Tiffany paycheck)",General Support,Check,74420,5-Nov-19,,Tiffany paycheck,Foundations/Grants/Government,,4239.01,,,TRUE
9136454,4558356,11-Nov-19,"Monday, November 11, 2019 at 10:34 PM",25,25,25,$25.00 for General Support (Monthly),General Support,Check,165860199,5-Nov-19,,Monthly,Individual Contributions,,25,,,FALSE
9136475,6282876,11-Nov-19,"Monday, November 11, 2019 at 10:51 PM",40,40,40,$40.00 for General Support (Food Market funds),General Support,Cash,,,,Food Market funds,Individual Contributions,,40,,,FALSE
9140677,5780124,14-Nov-19,"Thursday, November 14, 2019 at 11:13 PM",15000,15000,15000,"$15,000.00 for Targeted Donations (Small Grant - Refrigerated truck)",Targeted Donations,Check,576107,12-Nov-19,,Small Grant - Refrigerated truck,Foundations/Grants/Government,,15000,,,TRUE
9140679,491217,14-Nov-19,"Thursday, November 14, 2019 at 11:16 PM",500,500,500,$500.00 for General Support,General Support,Check,4281,8-Nov-19,,,Individual Contributions,,500,"Monday, November 25, 2019 at 06:06 PM",,FALSE
9140682,2568243,14-Nov-19,"Thursday, November 14, 2019 at 11:25 PM",50,50,50,$50.00 for General Support,General Support,Check,134,7-Nov-19,,,Individual Contributions,,50,"Monday, November 25, 2019 at 06:07 PM",,FALSE
9140683,491144,14-Nov-19,"Thursday, November 14, 2019 at 11:26 PM",100,100,100,$100.00 for General Support,General Support,Check,6364,29-Oct-19,,,Individual Contributions,,100,"Monday, November 25, 2019 at 06:11 PM",,FALSE
9146403,6590912,17-Nov-19,"Tuesday, November 19, 2019 at 06:22 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
9146406,8499970,19-Nov-19,"Tuesday, November 19, 2019 at 06:23 PM",1100,1100,1100,"$1,100.00 for General Support (HH PR 2019)",General Support,Online Donation,,,,HH PR 2019,Corporate,,1100,"Monday, November 25, 2019 at 05:57 PM",,TRUE
9150294,5859050,19-Nov-19,"Thursday, November 21, 2019 at 10:49 PM",200,200,200,$200.00 for General Support,General Support,Check,4001,12-Nov-19,,,Individual Contributions,,200,"Monday, November 25, 2019 at 06:20 PM",,FALSE
9150297,7571547,19-Nov-19,"Thursday, November 21, 2019 at 10:50 PM",5000,5000,5000,"$5,000.00 for General Support (Material support for meals - chairs, etc)",General Support,Check,130,15-Nov-19,,"Material support for meals - chairs, etc",Individual Contributions,,5000,"Monday, November 25, 2019 at 05:50 PM",,FALSE
9150300,491162,19-Nov-19,"Thursday, November 21, 2019 at 10:52 PM",5,5,5,$5.00 for General Support,General Support,Cash,,,,,Churches & Clubs,,5,"Monday, November 25, 2019 at 06:47 PM",,TRUE
