Donation Id,Donor ID,Received Date,Created At,Amount,Deductible Amount,Total Donation Amount,Splits,Fund,Donation Type,Check Number,Check Date,Check Memo,Memo,Source,Transaction ID,Transaction Net,Letter Sent,Email Sent,Is Company?
7569800,6835911,2-Jan-17,"Monday, January 02, 2017 at 04:57 PM",250,250,250,$250.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,250,"Monday, January 02, 2017 at 04:58 PM",,FALSE
7569811,6237567,2-Jan-17,"Monday, January 02, 2017 at 05:02 PM",300,300,300,$300.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,300,"Monday, January 02, 2017 at 05:02 PM",,FALSE
7569816,6835925,2-Jan-17,"Monday, January 02, 2017 at 05:05 PM",100,100,100,$100.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,100,"Monday, January 02, 2017 at 05:05 PM",,FALSE
7569817,6737424,2-Jan-17,"Monday, January 02, 2017 at 05:06 PM",100,100,100,$100.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,100,"Monday, January 02, 2017 at 05:06 PM",,FALSE
7569821,6835967,2-Jan-17,"Monday, January 02, 2017 at 05:09 PM",100,100,100,$100.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,100,"Monday, January 02, 2017 at 05:10 PM",,FALSE
7569824,6766968,2-Jan-17,"Monday, January 02, 2017 at 05:14 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,50,"Monday, January 02, 2017 at 05:15 PM",,FALSE
7569827,635138,2-Jan-17,"Monday, January 02, 2017 at 05:22 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7569828,6279279,2-Jan-17,"Monday, January 02, 2017 at 05:23 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7571238,491194,2-Jan-17,"Monday, January 02, 2017 at 10:10 PM",1809.8,1809.8,1809.8,"$1,809.80 for General Support (Christmas Eve Offering)",General Support,Online Donation,14451,28-Dec-16,,Christmas Eve Offering,Churches & Clubs,,1809.8,"Monday, January 02, 2017 at 10:43 PM",,TRUE
7571248,2378397,2-Jan-17,"Monday, January 02, 2017 at 10:13 PM",100,100,100,$100.00 for General Support,General Support,Money Order,972004,27-Nov-16,,,Individual Contributions,,100,,,FALSE
7573522,6837209,3-Jan-17,"Tuesday, January 03, 2017 at 05:17 PM",10,10,10,$10.00 for General Support (YEA 2016),General Support,Online Donation,,,In honor of Erin Reid,YEA 2016,Individual Contributions,,10,"Tuesday, January 03, 2017 at 05:18 PM",,FALSE
7574152,491179,3-Jan-17,"Tuesday, January 03, 2017 at 07:24 PM",100,100,100,$100.00 for General Support,General Support,Check,4936,1-Jan-17,,,Individual Contributions,,100,,,FALSE
7575091,635141,3-Jan-17,"Tuesday, January 03, 2017 at 09:25 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Check,16077,30-Dec-16,,YEA 2016,Individual Contributions,,50,"Tuesday, January 03, 2017 at 09:32 PM",,FALSE
7575096,5411273,3-Jan-17,"Tuesday, January 03, 2017 at 09:25 PM",25,25,25,$25.00 for General Support (YEA 2016),General Support,Check,8586,21-Dec-16,,YEA 2016,Individual Contributions,,25,"Tuesday, January 03, 2017 at 09:32 PM",,FALSE
7575105,7242084,3-Jan-17,"Tuesday, January 03, 2017 at 09:27 PM",4000,4000,4000,"$4,000.00 for General Support",General Support,Check,842,26-Dec-16,,,Foundations/Grants/Government,,4000,"Tuesday, January 03, 2017 at 09:30 PM",,FALSE
7575192,6508200,3-Jan-17,"Tuesday, January 03, 2017 at 09:45 PM",50,50,50,$50.00 for General Support,General Support,Check,2198640,30-Dec-16,,,Corporate,,50,,,TRUE
7578173,6838665,4-Jan-17,"Wednesday, January 04, 2017 at 04:39 PM",500,500,500,$500.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,500,"Wednesday, January 04, 2017 at 04:40 PM",,FALSE
7581360,655061,4-Jan-17,"Wednesday, January 04, 2017 at 10:57 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Check,6649,29-Jan-17,,YEA 2016,Individual Contributions,,50,"Wednesday, January 04, 2017 at 11:11 PM",,FALSE
7581367,2812967,4-Jan-17,"Wednesday, January 04, 2017 at 10:59 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Check,7995,29-Dec-16,,YEA 2016,Individual Contributions,,50,"Wednesday, January 04, 2017 at 11:10 PM",,FALSE
7581375,616577,4-Jan-17,"Wednesday, January 04, 2017 at 11:01 PM",15,15,15,$15.00 for General Support (YEA 2016),General Support,Check,8504,26-Dec-16,,YEA 2016,Individual Contributions,,15,"Wednesday, January 04, 2017 at 11:08 PM",,FALSE
7586474,6840572,6-Jan-17,"Friday, January 06, 2017 at 06:44 PM",25,25,25,$25.00 for General Support (YEA 2016),General Support,Online Donation,,,,YEA 2016,Individual Contributions,,25,"Friday, January 06, 2017 at 06:46 PM",,FALSE
7588785,651401,6-Jan-17,"Friday, January 06, 2017 at 07:34 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Check,8905,16-Dec-16,,YEA 2016,Individual Contributions,,50,"Friday, January 06, 2017 at 07:34 PM",,FALSE
7588790,2812965,6-Jan-17,"Friday, January 06, 2017 at 07:36 PM",100,100,100,$100.00 for General Support (YEA 2016),General Support,Check,2448,31-Dec-16,,YEA 2016,Individual Contributions,,100,"Friday, January 06, 2017 at 07:36 PM",,FALSE
7589494,6359777,6-Jan-17,"Friday, January 06, 2017 at 10:38 PM",150,150,150,$150.00 for General Support (YEA 2016),General Support,Check,2410,31-Dec-16,,YEA 2016,Individual Contributions,,150,"Friday, January 06, 2017 at 10:39 PM",,FALSE
7589500,494522,6-Jan-17,"Friday, January 06, 2017 at 10:40 PM",1200,1200,1200,"$1,200.00 for General Support (Holiday Drive)",General Support,Check,00-0006527677,4-Nov-16,,Holiday Drive,Corporate,,1200,"Friday, January 06, 2017 at 10:41 PM",,TRUE
7589504,6154796,6-Jan-17,"Friday, January 06, 2017 at 10:43 PM",25,25,25,$25.00 for General Support (Rent Jan 2017),General Support,Check,1323,1-Jan-17,,Rent Jan 2017,Churches & Clubs,,25,,,TRUE
7602292,6840572,10-Jan-17,"Tuesday, January 10, 2017 at 10:49 PM",250,250,250,$250.00 for General Support (In Honor of Hector and Therese Samkow),General Support,Online Donation,,,,In Honor of Hector and Therese Samkow,Individual Contributions,,250,"Tuesday, January 10, 2017 at 10:51 PM",,FALSE
7603854,6769814,11-Jan-17,"Wednesday, January 11, 2017 at 06:49 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,"Wednesday, January 18, 2017 at 05:29 PM",,FALSE
7606292,491151,12-Jan-17,"Thursday, January 12, 2017 at 06:37 PM",100,100,100,$100.00 for General Support (Thank You Party),General Support,Unspecified,7738,,,Thank You Party,Individual Contributions,,100,,,FALSE
7612512,6757055,16-Jan-17,"Monday, January 16, 2017 at 05:23 PM",200,200,200,$200.00 for General Support (In Honor of Melissa and Ken Niezgoda),General Support,Online Donation,,,,In Honor of Melissa and Ken Niezgoda,Individual Contributions,,200,"Monday, January 16, 2017 at 05:24 PM",,FALSE
7612522,4760148,16-Jan-17,"Monday, January 16, 2017 at 05:25 PM",250,250,250,$250.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,250,"Monday, January 16, 2017 at 05:25 PM",,FALSE
7614789,6852166,17-Jan-17,"Tuesday, January 17, 2017 at 04:43 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,"Tuesday, January 17, 2017 at 04:50 PM",,FALSE
7615059,6590912,17-Jan-17,"Tuesday, January 17, 2017 at 06:49 PM",22,22,22,$22.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,22,,,FALSE
7622484,811527,20-Jan-17,"Friday, January 20, 2017 at 10:01 PM",150,150,150,$150.00 for General Support,General Support,Check,15180,11-Jan-17,,,Individual Contributions,,150,"Friday, January 20, 2017 at 10:02 PM",,FALSE
7622487,6154754,20-Jan-17,"Friday, January 20, 2017 at 10:03 PM",50,50,50,$50.00 for General Support (YEA 2016),General Support,Check,2202,14-Jan-17,,YEA 2016,Individual Contributions,,50,"Friday, January 20, 2017 at 10:03 PM",,FALSE
7622498,5780124,20-Jan-17,"Friday, January 20, 2017 at 10:09 PM",6679.08,6679.08,6679.08,"$6,679.08 for General Support (Showers & Warming Shelter)",General Support,Check,519391,9-Jan-17,,Showers & Warming Shelter,Foundations/Grants/Government,,6679.08,,,TRUE
7622500,3941259,20-Jan-17,"Friday, January 20, 2017 at 10:10 PM",10,10,10,$10.00 for General Support,General Support,Check,997491,6-Jan-17,,,Individual Contributions,,10,,,FALSE
7622514,6856809,20-Jan-17,"Friday, January 20, 2017 at 10:13 PM",2709,2709,2709,"$2,709.00 for General Support",General Support,Check,52491,3-Jan-17,,,Foundations/Grants/Government,,2709,,,TRUE
7622519,616582,20-Jan-17,"Friday, January 20, 2017 at 10:14 PM",1182.31,1182.31,1182.31,"$1,182.31 for General Support (December gifts)",General Support,Check,9989,12-Jan-17,,December gifts,Churches & Clubs,,1182.31,"Friday, January 20, 2017 at 10:14 PM",,TRUE
7622530,6856814,20-Jan-17,"Friday, January 20, 2017 at 10:17 PM",35,35,35,$35.00 for General Support,General Support,Check,1494,16-Jan-17,,,Churches & Clubs,,35,"Friday, January 20, 2017 at 10:17 PM",,TRUE
7629218,7716755,24-Jan-17,"Tuesday, January 24, 2017 at 08:39 PM",50,50,50,$50.00 for General Support (Shower Cart Repair),General Support,Online Donation,10829,22-Jan-17,,Shower Cart Repair,Individual Contributions,,50,"Thursday, January 26, 2017 at 08:08 PM",,FALSE
7640700,1098438,30-Jan-17,"Monday, January 30, 2017 at 05:16 PM",100,100,100,$100.00 for General Support (Board support of Thank You part),General Support,Unspecified,1883,,,Board support of Thank You part,Individual Contributions,,100,,,FALSE
7640702,6335895,30-Jan-17,"Monday, January 30, 2017 at 05:16 PM",100,100,100,$100.00 for General Support (Board support of Thank You party),General Support,Check,4559,,,Board support of Thank You party,Individual Contributions,,100,,,FALSE
7640703,811540,30-Jan-17,"Monday, January 30, 2017 at 05:17 PM",60,60,60,$60.00 for General Support,General Support,Cash,,,,,Individual Contributions,,60,"Monday, January 30, 2017 at 05:18 PM",,FALSE
7642017,5100702,30-Jan-17,"Monday, January 30, 2017 at 07:11 PM",2500,2500,2500,"$2,500.00 for General Support (Hunger Relief Services)",General Support,Check,11866,,,Hunger Relief Services,Foundations/Grants/Government,,2500,"Monday, January 30, 2017 at 07:11 PM",,TRUE
7644147,6876748,31-Jan-17,"Tuesday, January 31, 2017 at 08:35 PM",50,50,50,$50.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,50,"Tuesday, January 31, 2017 at 08:36 PM",,FALSE
7648097,635138,2-Feb-17,"Thursday, February 02, 2017 at 04:31 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7648098,6279279,2-Feb-17,"Thursday, February 02, 2017 at 04:31 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7660191,4760148,7-Feb-17,"Tuesday, February 07, 2017 at 08:36 PM",1000,1000,1000,"$1,000.00 for General Support",General Support,Check,3219,7-Feb-17,,,Individual Contributions,,1000,"Tuesday, February 07, 2017 at 08:39 PM",,FALSE
7660197,6154796,7-Feb-17,"Tuesday, February 07, 2017 at 08:40 PM",25,25,25,$25.00 for General Support (Rent February 2017),General Support,Check,1326,1-Feb-17,,Rent February 2017,Churches & Clubs,,25,,,TRUE
7662766,491179,8-Feb-17,"Wednesday, February 08, 2017 at 10:13 PM",100,100,100,$100.00 for General Support,General Support,Check,4945,1-Feb-17,,,Individual Contributions,,100,,,FALSE
7670168,6769814,13-Feb-17,"Monday, February 13, 2017 at 05:23 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7683279,6590912,17-Feb-17,"Friday, February 17, 2017 at 07:59 PM",22,22,22,$22.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,22,,,FALSE
7697767,7716755,27-Feb-17,"Monday, February 27, 2017 at 09:32 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,"Monday, February 27, 2017 at 09:36 PM",,FALSE
7699365,6894728,28-Feb-17,"Tuesday, February 28, 2017 at 10:21 PM",50,50,50,$50.00 for General Support,General Support,Check,463,28-Feb-17,,,Individual Contributions,,50,"Tuesday, February 28, 2017 at 10:22 PM",,FALSE
7708249,635138,2-Mar-17,"Thursday, March 02, 2017 at 07:09 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7708253,6279279,2-Mar-17,"Thursday, March 02, 2017 at 07:09 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7708338,6896080,2-Mar-17,"Thursday, March 02, 2017 at 08:08 PM",130,130,130,$130.00 for General Support,General Support,Online Donation,,,,,Churches & Clubs,,130,"Thursday, March 02, 2017 at 08:09 PM",,TRUE
7713628,491179,6-Mar-17,"Monday, March 06, 2017 at 07:10 PM",100,100,100,$100.00 for General Support,General Support,Check,4957,2-Mar-17,,,Individual Contributions,,100,,,FALSE
7728419,6769814,13-Mar-17,"Monday, March 13, 2017 at 06:51 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7728427,1461950,13-Mar-17,"Monday, March 13, 2017 at 06:52 PM",100,100,100,$100.00 for General Support,General Support,Check,4133,28-Feb-17,,,Individual Contributions,,100,"Tuesday, March 21, 2017 at 10:33 PM",,FALSE
7731300,5780124,14-Mar-17,"Tuesday, March 14, 2017 at 04:57 PM",9576,9576,9576,"$9,576.00 for General Support (Warming Shelter)",General Support,Check,522230,6-Mar-17,,Warming Shelter,Foundations/Grants/Government,,9576,,,TRUE
7731302,6856809,14-Mar-17,"Tuesday, March 14, 2017 at 04:58 PM",4100.78,4100.78,4100.78,"$4,100.78 for General Support (Tiffany Paycheck)",General Support,Check,53472,8-Mar-17,,Tiffany Paycheck,Foundations/Grants/Government,,4100.78,,,TRUE
7735888,5780124,16-Mar-17,"Thursday, March 16, 2017 at 08:44 PM",8000,8000,8000,"$8,000.00 for General Support (Food Ordering System Grant)",General Support,Check,521525,21-Feb-17,,Food Ordering System Grant,Foundations/Grants/Government,,8000,,,TRUE
7735896,6540703,16-Mar-17,"Thursday, March 16, 2017 at 08:45 PM",560.18,560.18,560.18,$560.18 for General Support (Bag It Forward),General Support,Check,180262,21-Feb-17,,Bag It Forward,Corporate,,560.18,"Tuesday, March 21, 2017 at 10:36 PM",,TRUE
7735904,811527,21-Feb-17,"Thursday, March 16, 2017 at 08:47 PM",150,150,150,$150.00 for General Support,General Support,Check,15061,21-Feb-17,,,Individual Contributions,,150,"Tuesday, March 21, 2017 at 09:59 PM",,FALSE
7735909,6499430,21-Feb-17,"Thursday, March 16, 2017 at 08:48 PM",812,812,812,$812.00 for General Support,General Support,Check,1413,22-Feb-17,,,Corporate,,812,"Tuesday, March 21, 2017 at 10:35 PM",,TRUE
7735914,5780124,21-Feb-17,"Thursday, March 16, 2017 at 08:49 PM",35,35,35,$35.00 for General Support (Employee Contribution),General Support,Check,521894,27-Feb-17,,Employee Contribution,Individual Contributions,,35,,,TRUE
7735921,616582,21-Feb-17,"Thursday, March 16, 2017 at 08:50 PM",190,190,190,$190.00 for General Support,General Support,Check,10020,2-Mar-17,,,Churches & Clubs,,190,,,TRUE
7735928,3941259,21-Feb-17,"Thursday, March 16, 2017 at 08:52 PM",10,10,10,$10.00 for General Support,General Support,Check,997534,7-Mar-17,,,Individual Contributions,,10,,,FALSE
7735932,1207701,21-Feb-17,"Thursday, March 16, 2017 at 08:53 PM",150,150,150,$150.00 for General Support,General Support,Check,8162,8-Mar-17,,,Individual Contributions,,150,,,FALSE
7737068,6590912,17-Mar-17,"Friday, March 17, 2017 at 05:24 PM",22,22,22,$22.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,22,,,FALSE
7737772,491144,17-Mar-17,"Friday, March 17, 2017 at 10:54 PM",100,100,100,$100.00 for General Support,General Support,Check,5611,11-Mar-17,,,Individual Contributions,,100,"Tuesday, March 21, 2017 at 10:33 PM",,FALSE
7749145,5780124,24-Mar-17,"Friday, March 24, 2017 at 10:32 PM",15448.02,15448.02,15448.02,"$15,448.02 for General Support",General Support,Check,523023,20-Mar-17,,,Foundations/Grants/Government,,15448.02,,,TRUE
7756596,4760148,29-Mar-17,"Wednesday, March 29, 2017 at 07:20 PM",200,200,200,$200.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,200,"Wednesday, March 29, 2017 at 07:20 PM",,FALSE
7756603,6766798,29-Mar-17,"Wednesday, March 29, 2017 at 07:21 PM",250,250,250,$250.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,250,"Wednesday, March 29, 2017 at 07:21 PM",,FALSE
7772248,6626702,6-Apr-17,"Thursday, April 06, 2017 at 05:38 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,"Thursday, April 06, 2017 at 05:38 PM",,FALSE
7772253,635138,6-Apr-17,"Thursday, April 06, 2017 at 05:42 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7772254,6279279,6-Apr-17,"Thursday, April 06, 2017 at 05:42 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7772255,6928123,6-Apr-17,"Thursday, April 06, 2017 at 05:44 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Corporate,,100,"Thursday, April 06, 2017 at 05:45 PM",,TRUE
7778049,811527,15-Mar-17,"Monday, April 10, 2017 at 06:53 PM",150,150,150,$150.00 for General Support,General Support,Check,15069,15-Mar-17,,,Individual Contributions,,150,,,FALSE
7778053,491179,10-Apr-17,"Monday, April 10, 2017 at 06:56 PM",100,100,100,$100.00 for General Support,General Support,Check,4968,3-Apr-17,,,Individual Contributions,,100,,,FALSE
7778067,6929418,10-Apr-17,"Monday, April 10, 2017 at 07:00 PM",9521.98,9521.98,9521.98,"$9,521.98 for General Support",General Support,Check,124670081,29-Mar-17,,,Foundations/Grants/Government,,9521.98,,,TRUE
7778079,2621695,10-Apr-17,"Monday, April 10, 2017 at 07:06 PM",900,900,900,"$900.00 for General Support (Jan, Feb, March 2017 Support)",General Support,Check,35235,30-Mar-17,,"Jan, Feb, March 2017 Support",Churches & Clubs,,900,,,TRUE
7778082,491194,10-Apr-17,"Monday, April 10, 2017 at 07:07 PM",730.51,730.51,730.51,$730.51 for General Support,General Support,Check,14563,30-Mar-17,,,Churches & Clubs,,730.51,,,TRUE
7778084,5780124,10-Apr-17,"Monday, April 10, 2017 at 07:10 PM",5161.37,5161.37,5161.37,"$5,161.37 for General Support (Showers and Warming Shelter)",General Support,Check,523852,3-Apr-17,,Showers and Warming Shelter,Foundations/Grants/Government,,5161.37,,,TRUE
7778098,5780124,10-Apr-17,"Monday, April 10, 2017 at 07:17 PM",35,35,35,$35.00 for General Support (Employee Contribution),General Support,Check,523374,27-Mar-17,,Employee Contribution,Individual Contributions,,35,,,TRUE
7779518,6769814,11-Apr-17,"Tuesday, April 11, 2017 at 06:09 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7781773,2378402,12-Apr-17,"Wednesday, April 12, 2017 at 10:00 PM",120,120,120,$120.00 for General Support,General Support,Check,5625,,,,Individual Contributions,,120,"Wednesday, April 12, 2017 at 10:00 PM",,FALSE
7781794,6941734,12-Apr-17,"Wednesday, April 12, 2017 at 10:39 PM",200,200,200,$200.00 for General Support,General Support,Check,1114,4-Apr-17,,,Individual Contributions,,200,"Wednesday, April 12, 2017 at 10:40 PM",,FALSE
7781801,491122,12-Apr-17,"Wednesday, April 12, 2017 at 11:27 PM",50,50,50,$50.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,50,"Wednesday, April 12, 2017 at 11:27 PM",,FALSE
7784396,491190,14-Apr-17,"Friday, April 14, 2017 at 10:10 PM",3075,3075,3075,"$3,075.00 for General Support",General Support,Check,31952,2-Feb-17,,,Churches & Clubs,,3075,"Friday, April 14, 2017 at 10:10 PM",,TRUE
7784425,811527,14-Apr-17,"Friday, April 14, 2017 at 10:23 PM",150,150,150,$150.00 for General Support,General Support,Check,15143,11-Apr-17,,,Individual Contributions,,150,,,FALSE
7786251,6154782,17-Apr-17,"Monday, April 17, 2017 at 04:58 PM",25000,25000,25000,"$25,000.00 for General Support",General Support,Check,14707,14-Apr-17,,,Foundations/Grants/Government,,25000,,,TRUE
7786331,6590912,17-Apr-17,"Monday, April 17, 2017 at 05:29 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
7786703,731357,17-Apr-17,"Monday, April 17, 2017 at 07:46 PM",150,150,150,$150.00 for General Support,General Support,Check,2928,14-Apr-17,,,Individual Contributions,,150,"Monday, April 17, 2017 at 07:46 PM",,FALSE
7798537,6949131,24-Apr-17,"Monday, April 24, 2017 at 09:47 PM",220,220,220,$220.00 for General Support,General Support,Cash,,,,,Individual Contributions,,220,"Monday, April 24, 2017 at 09:47 PM",,FALSE
7801970,491194,26-Apr-17,"Wednesday, April 26, 2017 at 10:33 PM",1582.13,1582.13,1582.13,"$1,582.13 for General Support (Tiffany money)",General Support,Check,14588,13-Apr-17,,Tiffany money,Churches & Clubs,,1582.13,,,TRUE
7801972,6856809,26-Apr-17,"Wednesday, April 26, 2017 at 10:34 PM",4067,4067,4067,"$4,067.00 for General Support (Tiffany paycheck)",General Support,Check,54056,17-Apr-17,,Tiffany paycheck,Foundations/Grants/Government,,4067,,,TRUE
7801975,5780124,26-Apr-17,"Wednesday, April 26, 2017 at 10:36 PM",1348.8,1348.8,1348.8,"$1,348.80 for General Support (Warming Shelter)",General Support,Check,524611,17-Apr-17,,Warming Shelter,Foundations/Grants/Government,,1348.8,,,TRUE
7805475,6929418,28-Apr-17,"Friday, April 28, 2017 at 10:49 PM",9112.72,9112.72,9112.72,"$9,112.72 for General Support",General Support,Unspecified,124602470,20-Apr-17,,,Foundations/Grants/Government,,9112.72,,,TRUE
7805479,616582,28-Apr-17,"Friday, April 28, 2017 at 10:50 PM",400,400,400,$400.00 for General Support (St. Paul's Crafters),General Support,Check,10057,21-Apr-17,,St. Paul's Crafters,Churches & Clubs,,400,"Friday, April 28, 2017 at 10:56 PM",,TRUE
7805482,5780124,28-Apr-17,"Friday, April 28, 2017 at 10:53 PM",35,35,35,$35.00 for General Support (Employee contribution),General Support,Check,524992,24-Apr-17,,Employee contribution,Individual Contributions,,35,,,TRUE
7805483,5780124,28-Apr-17,"Friday, April 28, 2017 at 10:53 PM",7689.6,7689.6,7689.6,"$7,689.60 for General Support (Warming Shelter)",General Support,Check,524993,24-Apr-17,,Warming Shelter,Foundations/Grants/Government,,7689.6,,,TRUE
7808215,635138,1-May-17,"Monday, May 01, 2017 at 06:24 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7808218,6279279,1-May-17,"Monday, May 01, 2017 at 06:25 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7819479,491179,4-May-17,"Thursday, May 04, 2017 at 11:01 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Check,4974,2-May-17,,Monthly,Individual Contributions,,100,,,FALSE
7824551,6928123,8-May-17,"Monday, May 08, 2017 at 04:36 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Corporate,,100,,,TRUE
7828176,491144,14-May-17,"Wednesday, May 10, 2017 at 05:38 PM",30,30,30,$30.00 for General Support,General Support,Cash,,,,,Individual Contributions,,30,,,FALSE
7828647,491151,9-May-17,"Wednesday, May 10, 2017 at 06:28 PM",50,50,50,$50.00 for General Support,General Support,Cash,,,,,Individual Contributions,,50,,,FALSE
7832534,6769814,12-May-17,"Friday, May 12, 2017 at 09:35 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7837699,4760148,16-May-17,"Tuesday, May 16, 2017 at 06:45 PM",200,200,200,$200.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,200,"Tuesday, May 16, 2017 at 06:46 PM",,FALSE
7839697,6590912,17-May-17,"Wednesday, May 17, 2017 at 06:34 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
7839916,491193,17-May-17,"Wednesday, May 17, 2017 at 08:32 PM",300,300,300,$300.00 for General Support,General Support,Check,1280,11-May-17,,,Churches & Clubs,,300,"Wednesday, May 17, 2017 at 08:32 PM",,TRUE
7839919,1461950,17-May-17,"Wednesday, May 17, 2017 at 08:33 PM",100,100,100,$100.00 for General Support,General Support,Check,4146,5-May-17,,,Individual Contributions,,100,"Wednesday, May 17, 2017 at 08:33 PM",,FALSE
7839921,491144,17-May-17,"Wednesday, May 17, 2017 at 08:33 PM",100,100,100,$100.00 for General Support,General Support,Check,5660,8-May-17,,,Individual Contributions,,100,"Wednesday, May 17, 2017 at 08:34 PM",,FALSE
7839923,491140,17-May-17,"Wednesday, May 17, 2017 at 08:35 PM",625,625,625,$625.00 for General Support,General Support,Check,8066,9-May-17,,,Churches & Clubs,,625,"Wednesday, May 17, 2017 at 08:35 PM",,TRUE
7839924,6856809,17-May-17,"Wednesday, May 17, 2017 at 08:36 PM",3663,3663,3663,"$3,663.00 for General Support (Tiffany paycheck)",General Support,Check,54514,8-May-17,,Tiffany paycheck,Foundations/Grants/Government,,3663,,,TRUE
7839926,3941259,17-May-17,"Wednesday, May 17, 2017 at 08:40 PM",10,10,10,$10.00 for General Support (Monthly),General Support,Check,997557,5-May-17,,Monthly,Individual Contributions,,10,,,FALSE
7840804,6975009,18-May-17,"Thursday, May 18, 2017 at 04:48 PM",3,3,3,$3.00 for General Support,General Support,Cash,,,,,Individual Contributions,,3,"Thursday, May 18, 2017 at 04:48 PM",,FALSE
7845674,811527,22-May-17,"Monday, May 22, 2017 at 09:15 PM",150,150,150,$150.00 for General Support,General Support,Check,15097,16-May-17,,,Individual Contributions,,150,,,FALSE
7847674,6975009,23-May-17,"Tuesday, May 23, 2017 at 06:44 PM",2,2,2,$2.00 for General Support,General Support,Cash,,,,,Individual Contributions,,2,,,FALSE
7849582,6949131,24-May-17,"Wednesday, May 24, 2017 at 06:38 PM",125,125,125,$125.00 for General Support,General Support,Check,3447,15-May-17,,,Individual Contributions,,125,"Wednesday, May 24, 2017 at 06:38 PM",,FALSE
7849587,5789399,24-May-17,"Wednesday, May 24, 2017 at 06:39 PM",10000,10000,10000,"$10,000.00 for General Support",General Support,Check,335501,22-May-17,,,Corporate,,10000,"Wednesday, May 24, 2017 at 06:39 PM",,TRUE
7849593,5780124,24-May-17,"Wednesday, May 24, 2017 at 06:41 PM",2280.91,2280.91,2280.91,"$2,280.91 for General Support (Showers)",General Support,Check,526184,15-May-17,,Showers,Foundations/Grants/Government,,2280.91,,,TRUE
7851265,5859075,25-May-17,"Thursday, May 25, 2017 at 05:47 PM",500,500,500,$500.00 for General Support,General Support,Check,,,,,Foundations/Grants/Government,,500,"Thursday, May 25, 2017 at 05:49 PM",,FALSE
